ID	SAMP5-S1	SAMP5-S2	SAMP5-S3	SAMP5-S4	SAMP6-S1	SAMP6-S2	SAMP6-S3	SAMP6-S4
bin277	0.26450351		0.113456525	0.211024605		0.53360187	0.23503135999999997	0.291148855
bin276	1.8028665		0.51088352	2.3710959000000003	0.039817035	1.03195415	0.684608235	2.1168265
bin275	7.1723928	3.2885280999999997	3.8114891	7.70273925	2.70911955	21.917982000000002	7.9098757	6.5747566
bin274	30.8646	10.037811000000001	20.477457	17.6632055	4.339158100000001	33.881553	39.953848	12.7688055
bin273	3.6327388	0.294876575	1.8536622999999999	3.7975575	0.079128695	3.8460153	2.82486915	3.9332176999999997
bin272	0.04064318		0.5714686499999999		2.388051		0.260623135	
bin269	0.8820265	9.0435285	2.30864445	0.1810913	18.448493499999998	0.5677402	2.33193435	0.315643965
bin268	0.24657915	0.59111727	1.1496453	0.15164136	0.469515085		0.8809729749999999	0.38257876999999996
bin267	2.0776786499999997	4.14324115	4.3310077499999995	0.9282677500000001	3.2449271499999996		3.3983258	0.671488565
bin265	1.8733154	1.4055287	1.469369	1.4375700999999999	3.5019154500000003		0.6929891699999999	0.816503985
bin263		0.344836265	0.50106042		0.18310120000000002		0.32257848	
bin262	0.87530962	1.6005075500000001	1.6054679	0.36552278	0.821790775		1.5055409499999999	0.67459325
bin261	1.0956111499999999	0.30657108	0.903429715	0.96559955		1.55242515	2.0895159000000003	0.73361675
bin259	0.467485565	0.617705385	0.33765472500000004		0.65645453	0.10191942	0.39189450000000003	0.219093705
bin257	0.039366175	0.036763015		0.12060741	0.14626117			0.034911625
bin254	0.23382738	0.21071918	0.25348692		8.665844		0.20340714999999998	
bin253	1.75374875	2.5015191999999997	1.6962301499999999	1.57970375	3.5644162	0.04601988	1.6014435	1.2159198500000001
bin252	3.0939402	0.19810608000000002	4.9001297	4.8748014		6.54168535	8.312254	3.77779735
bin251	0.323083325	1.2401200000000001	0.69926983	0.041021025	2.7387745499999996		0.429191585	
bin250	1.59038875		1.8992027999999999	1.55105005		2.9023703000000003	3.88372765	1.1701735
bin249	0.236386475		0.46604101		0.164643455		0.080615878	
bin248	0.0345290825	0.18765579999999998	0.18197765		0.31348811		0.52337878	0.27997656
bin247	4.4113145	0.040459535	3.06518455	1.19955855		3.8831873	6.3400271	0.775043605
bin245	6.26117875	5.51166835	6.16006875	3.9308776500000002	6.0890397499999995	1.2434957	2.1887369999999997	4.3985333
bin244	0.31499233	0.44453786	1.41472315	0.229508635	0.164511405		1.3593105	0.474340965
bin241	0.157074455	0.5404132	0.72721132	0.24357882	0.141400825		0.64533555	0.59890345
bin239	0.247350675	0.9418003799999999	0.63933715	0.102773318	1.59918965		0.869151375	
bin238	1.9015874	1.30391795	0.76935413	1.4551783500000002	0.74456703	1.16978705	0.9868779999999999	10.80053
bin237	1.73840255	0.1974672	0.88559866	1.47150865	0.0934286575	4.09867715	1.41709525	1.3995306
bin236	0.210854435		0.64544882	0.325145275		0.36827248	1.61231255	0.296043535
bin234	1.2330627	0.36202946	2.04662905	1.2578518		2.1102708999999997	4.5428698	1.2060753
bin233	0.23653794		0.28469837	0.10642927		0.454702475	0.768275	0.14915149
bin232	0.9290572500000001	1.0517946	0.6429387900000001		23.875300000000003		0.28753614	
bin231	0.802865535	0.100085805	0.95802455	1.3677528		1.6823670000000002	2.6212887	1.12783875
bin229	2.50752005	5.1826658	3.0088624	1.02173065	12.5884555		2.31942805	0.4411948
bin227	3.6991688	6.5206157000000005	0.7820628000000001	2.4125332999999998	5.133484	13.875395000000001	1.35719115	3.163497
bin226	0.5826831450000001	0.26509405500000005	0.21082203500000002	0.30827299	0.248840365	1.27864325	0.33651904	0.8216431
bin224	0.5128608100000001	0.103253345	0.180936445	0.6183028850000001		0.42890945	0.252780365	0.66992907
bin223	0.6376068500000001		1.25163735	1.95736745			2.43295645	1.2360082499999998
bin222	0.781807725	0.46960336	0.61035825	0.835175395	0.9720075699999999		0.31029638	0.43609200000000004
bin221	0.75373125		0.28289321	0.52944535	0.10311218999999999	0.44451018	0.64988205	0.67121055
bin220	1.9643327	0.27040936000000004	1.30231065	1.0858706		1.4350271499999998	2.1771635	1.7242774
bin219	1.0401934499999999	0.111033365	0.91132758	1.147032		1.43838315	1.95350285	1.04788705
bin218	3.8734262499999996	0.7249937500000001	1.25811305	2.2325885000000003	0.54022595	1.2659888499999998	1.87893135	2.7845596500000003
bin217	1.02852443		0.32379372500000003	0.497642515		0.298254585	0.35897220500000004	0.49101944999999997
bin216	0.36727102	0.088742545	0.210772075	0.591024	0.1169058425	0.398814815	0.17311983	0.60299773
bin213	0.21201246		0.32715858	0.17809255499999999		0.08740901000000001	0.869339685	
bin211	1.1161874	1.4510965	1.75946665	0.7329449299999999	0.8861938	1.0459249000000002	2.6584746499999996	1.6778537500000001
bin210	0.177329235	0.531274325	0.259991915		1.49049725		0.20662079	
bin209	0.237414925	0.149551045	0.133618468	0.199852705		0.5954957	0.49954584999999996	0.23602108500000002
bin208	1.3200131499999999		0.371536635	0.25402076		0.38018989000000003	0.820506155	0.168440895
bin207	0.17714685		0.12557264499999998	0.242149435		0.43281606	0.40677525	0.186766615
bin206	1.0172847	0.0978160475	0.6216157	0.9777080499999999		0.52242385	1.04674125	1.0283181149999998
bin205	0.6269966499999999		0.313057545	0.42983325		1.1921652	0.53880235	0.39249927
bin204	0.8679684249999999		0.301936225	0.33361451		0.9301048999999999	0.62044345	0.12181233999999999
bin203	0.41260209000000003		0.262742175			0.29243779000000003	0.513178275	
bin202	0.138872155	0.3302196	0.41047205		0.266823385	0.325032085	0.43827522	0.2066129
bin201	0.5728585500000001		0.301012585	0.6711914		0.42133929000000003	0.387699395	0.55845885
bin200		0.6156743	0.431229965		0.906858655		0.70632768	
bin199	0.443106965		0.239777385	0.33051831		0.504806865	0.491120015	0.31464183
bin198	0.299518245	0.22531899500000002	0.17610315999999998	0.337246375	0.100355475			0.336485715
bin197	0.226139635		0.11547398	0.0899821875		0.22452471000000002	0.251322335	
bin196	0.30494103	0.18120055000000002	0.23258529500000003	0.08377486		0.26879682	0.54167233	0.18310618
bin195	0.25121233	0.14992286500000002	0.03884415			0.33098605000000003	0.13711369	0.089083048
bin194	0.25154786		0.04573162	0.14521131999999998		0.43221303499999997	0.18426968	0.10003472
bin192	2.80144295		1.51415625	1.0345588000000001		3.59008965	2.419495	0.934425085
bin191	4.8870337	0.6404394200000001	2.3139151	3.1462488	0.704414565	4.713944250000001	4.563339	1.926971
bin190	0.5822768	1.6091513	1.1095951	0.364026625	0.48678883		0.9954686500000001	0.1668161
bin189	0.5298174250000001		0.386360915	0.16880555	0.17465483999999998	0.15162225499999998	0.64219068	0.26531476
bin188	0.894168465	0.198483335	0.56819522	0.7137747999999999	0.377585915	0.107020745	1.3195442000000002	0.84205945
bin186	0.7220385300000001	0.0915835625	0.902935745	0.8705107999999999		1.8194677499999998	1.3425498	0.5774031
bin185	0.28758927		0.22630068	0.80070293		0.3685644	0.935196685	0.24866398
bin183	0.21087945			0.28486038			0.112803748	0.26239736
bin182	0.572791475		0.947242735	0.110495285		0.79043083	1.74928215	0.14645958
bin181	0.739486875		0.510625705	0.26655211		1.07252	1.89151065	0.15221774999999999
bin180	0.523863195		0.63543847	0.515058485		0.501625495	1.95682805	0.37546705
bin178	0.630175055		0.6249036299999999	0.43860526499999997		1.25193015	1.50111595	0.37636634999999996
bin177	1.0919582	0.036322072	0.35271755	0.4430888		1.0767714000000002	0.905714065	0.15499717
bin176	0.541165975	0.7282413750000001	0.092971313		0.674486915	0.36732976500000003		0.36253095999999996
bin175	0.55997165		0.24044490000000002	0.305723905		0.142574105	0.44672498	0.1130394225
bin173	1.4424269500000002	0.70285511	0.8245183	1.5329519999999999	0.26782944	6.965232800000001	1.51923355	1.8405091
bin170	0.200337075		0.11758231499999999			0.19547232	0.31729625	
bin169	0.6623627999999999		0.49291045999999994	0.220949435		0.28949686500000005	1.02647235	0.038949862
bin165	0.317362505			0.328032525		0.185024175		0.39404340000000004
bin163	4.5884754999999995	0.30179659999999997	0.9799605499999999	0.70290513	0.32780808	1.95952245	2.8299302	0.345837055
bin162	0.226128345			0.127415275		0.22461329	0.044189278	0.15452743
bin161	0.5923037		0.19989746	0.46151448500000003			0.52585912	0.442415235
bin159	1.1886385000000002	0.18961281000000002	1.8556645	1.3689358	0.087512945	0.756124885	3.8543590500000002	0.50256662
bin157	0.71739395	0.03840766	0.516569405	0.437013255		0.749467235	1.1792441999999999	0.351522205
bin156	0.6903232	1.2036722499999999	1.00635855	0.15164845999999998	3.7221390999999997		1.1960410499999998	
bin155	0.486196385		0.298050735	0.91560799		0.77324283	0.49268020999999995	1.1361957
bin154	0.38051429000000003		0.12987026499999998	0.43556697499999997	0.12175455500000001		0.399074045	0.60512243
bin153	0.21984465	0.70943785	0.15131144000000002	0.35312458	0.21320958	1.044186575	0.24935107	0.555307575
bin151	0.23197215999999998		0.71238012	1.0151073		0.315194375	1.4559807500000002	0.558455175
bin148	0.22186735000000002		0.166224885	0.198047405		0.1817651	0.320647195	0.215150105
bin147	0.2737326		0.256821205	0.48957854		0.40957659999999996	0.49375466	0.65962612
bin146	0.08388834		0.2253564	0.13326601999999999			0.6737911249999999	
bin144	1.3350365000000002	0.15807031500000002	3.2582246	0.7990136999999999		2.03103345	5.70528025	1.1939198
bin141	0.676832315		0.418952835	0.567803975		0.64830992	0.61661728	0.382664145
bin140	0.45693846	0.22190533	0.16721025	0.14995893999999999	0.52498752		0.09423535499999999	
bin137	0.37043479999999995	0.233190305	0.34926638	0.33140485	0.137060585	0.174146425	0.13183293000000001	0.37526500500000004
bin134	0.246052665	0.87789308			1.10830425	0.179782215		0.08943144
bin133	0.632977725	0.08612908999999999	1.8770902	0.52040534		0.50449823	3.7308886	0.36767053
bin132	0.39650598000000004		0.10548078	0.213363425		0.09017071	0.224529135	0.122599088
bin131	0.9811695		1.2993154	0.421464445		0.30764166000000004	2.78081405	0.157522135
bin130	0.295448155		0.19984203	0.18436814499999998		0.194125615	0.605159	0.101980925
bin128	1.7594684	0.10045968	1.84499085	1.0682689		2.4842750000000002	4.34615945	0.66003365
bin127	0.87606905		0.7653101	0.41494045		0.84199395	1.02366595	0.7581970499999999
bin123		0.22963477999999998	0.12869197		0.345944925		0.09691181500000001	
bin122	0.536316185	0.165401175	0.108449375	0.2897716	0.29574195000000003			0.265626685
bin121		0.4793682	0.148191195		0.33924579499999996		0.50899194	
bin120	0.10766687999999999	0.116739257	0.139133255		0.152112205	0.12420444	0.3624696	0.11944959
bin118	0.59732405		0.3107719	0.22864241000000002		1.2581547999999998	0.69170407	0.16667717999999998
bin117	0.186027165		0.142454215	0.125965243		0.12740448999999998	0.228622585	0.17736048999999998
bin116	1.5642863		0.59909338	0.7464687999999999		1.24321705	0.887193965	0.69778182
bin115	1.10457945	0.15010366	0.34432298	1.063933	0.364881915		0.243129745	1.30368865
bin113	0.60061884		0.13793103499999998	0.16055405		0.523052835	0.221471825	0.124138795
bin111	0.43064043	0.54590675	0.30774361		3.19760595		0.213368385	
bin110	0.381149385		0.28912983999999997	0.2860612		0.46133445	0.6675865249999999	0.229747595
bin108	0.367374865		0.263046545	0.30342102		0.7317127999999999	0.5994701	0.27360806000000004
bin107	1.181112		1.2549734	0.809745685		0.31390454	3.0525193	0.5708188350000001
bin106	1.5904082	0.55007662	1.05721	0.320293025	3.344727		0.6811968500000001	
bin105	0.1840888	0.32542261	0.12771904	0.25590395499999996	0.08602878			0.292552635
bin104	0.33428361	0.35637684000000003	0.49323758500000003	0.39067181	0.6467264500000001		0.34099126	0.37014691499999997
bin103	0.037066553		0.24709894999999998		0.13982543	0.11938694999999999	0.9743847	0.363079595
bin101	0.14614924			0.338341825		0.084319917		0.532247975
bin99	0.30700408999999995	0.8741217299999999	0.87870547	0.233467165	0.48733840000000006	0.155038275	0.88334703	0.63614975
bin96	0.27732381	0.13756563500000002	0.530019915		1.77183		0.8127082999999999	
bin95	0.145224625		0.1306545	0.102725855		1.02930815	0.37720657	0.1115040125
bin94		1.1430932		0.04279461	0.03793793	2.07306975	0.03701905	1.0640277500000002
bin93	0.21814150999999998	1.8158622	0.156437125		6.105772249999999		0.329207235	
bin92			0.179987755	0.6685548649999999			0.185560495	0.8588298000000001
bin91	0.146156265	0.338235625	0.23688244	0.927084975	0.0991116225	4.12143545	0.796031115	1.64068745
bin89	0.37807216		0.212528725	0.0964772	0.12838357		0.24182207	0.14799230000000002
bin88	1.8823406		1.0873306500000002	0.67807285		0.7960947	2.0253429	0.25326657
bin87	0.66165575		1.1601626	0.184559985		0.49514336000000003	2.7023761	0.13450547499999999
bin84	0.315829415	0.438476445	0.69146518		1.161642		0.677525525	
bin83		0.229039265	0.208547605	0.178648695	0.28743376	0.21788421	0.530655265	0.25802926000000004
bin81	0.5123597200000001	0.146858565	0.571097175	0.61869507	0.132783075	0.650440325	0.8562543	0.8003879199999999
bin80	0.14432456999999999	1.0108254	0.567421495	0.194873365	0.50472632	1.09285135	0.555730265	0.7312236000000001
bin78	0.13304361	0.185551925	0.1251497475	0.117469865				0.09026783
bin77	1.03924375		0.318929315	1.08685725		0.27343434	0.45517279	0.683348925
bin76	2.2031712	0.8455868049999999	0.93910596	1.6369572	0.30554251	1.89289115	0.874369775	1.926191
bin75	0.440768375		0.33209741000000004	0.274417845		0.52016635	0.6077987	0.17083338
bin74			0.207256335	0.29523189		0.57751095	0.34485845000000004	0.547726925
bin71	0.37506138			0.71616685		0.284207875		0.734772975
bin70	0.14126136		0.113706077	0.507212225	0.404589205	0.115945035		1.2278695499999999
bin69	0.375306515	0.14559747	0.221158355	0.25528726	1.8744886		0.313006385	
bin68	1.0308867	0.21976805500000002	0.52391705	0.43970334499999997		1.4782886	0.9322569	0.463537605
bin66	0.07840615000000001	1.5042898		0.04547655	0.43033986	0.909073815		0.26432203
bin65	0.39358294		0.5379903699999999	0.73038855		0.578144725	1.1401678	0.61283785
bin64	0.31148482499999997	0.082257777	0.156420255	0.18216907999999998	0.144927365		0.179622155	0.24743922000000002
bin62	0.21883171		0.36778335	0.132928145	0.087827113		0.23423762	0.147140585
bin61		0.86180425	0.725540225	0.214875205	0.5049143		0.4994945	
bin57		0.04261111	0.260125225	0.2995235		0.45221312	0.580975145	0.44154839
bin55	0.315628225		0.20069071500000002	0.18167536		0.392618275	0.31850465	0.23053380499999998
bin53		0.84922688	0.20627225999999999		2.5107392500000003		0.187549635	
bin52		0.5852967	0.205010095		0.29916376		0.199503095	
bin51	2.2840559000000002	0.157531535	1.9630086	1.7294733	0.23786127	3.92165425	3.49065675	0.9590498199999999
bin48	0.7696826		0.163683155	1.24061085		0.254470985	0.248404325	1.1938016
bin47	2.11052105	0.173480735	2.4808297	2.52989065	0.127870128	2.158136	4.90690785	0.92993028
bin45	0.467170525		0.31020525	0.161959275		0.36821856	0.7338660800000001	0.132882043
bin44	4.063676	0.24173193	3.99655325	2.980436	0.09843020999999999	4.66875585	6.64349275	1.5365734999999998
bin42	0.5793046049999999	0.7702564999999999	0.29257296499999996	0.33155394	0.7910778		0.16876498	0.34542989
bin41	0.452698035		0.68488898	0.38251078		0.12782777	1.22210225	0.50149226
bin40	0.100211175		0.09383180299999999	0.18552937		0.252175265	0.18577724	0.33533842
bin36	1.9175182	1.3922561999999998	0.8086069	0.6564323999999999	1.0358132	0.17874869	0.29454796	1.0385004
bin35		0.71596402	0.63739782		0.26855989999999996		0.51656356	
bin32	0.33747187	0.10476948	0.66509664	0.039537333	0.23672336		0.5165162	0.28827938
bin30	0.47422407499999997		0.39083192	1.04583025		0.16987421000000003	0.6723752350000001	1.1776015499999999
bin29		0.26473049000000004	0.19780723		0.680906145		0.2234952	
bin28	0.251104195	0.148915225	0.45900415	0.37812025	0.244080565	0.23574679	0.6147373899999999	0.482805315
bin27	1.0180813		0.6806426	0.229704315			1.0515605	
bin26	0.363819135	0.434273305	0.24630816500000002		0.6043385		0.11936089	
bin25	0.10237486300000001	0.15719904499999998	0.04010462	0.1089115975				0.035926385
bin23	0.36556885		0.28264688000000004	0.21369584		1.0116024700000001	0.5563099	0.20306000000000002
bin22	0.642340025	0.44574655500000004	0.48608575	0.85259007	0.30147681000000004	0.559905835	0.57607533	0.893876705
bin21	0.610260695	3.2936616	1.9604035	0.193189615	6.3882235000000005	0.040980945	1.11173565	0.235717585
bin20	1.09855475		1.8580649999999999	0.5841457999999999		0.73006012	3.4938738000000003	0.7748501699999999
bin19	0.215992805	1.30008255	0.242492065		3.5663403000000002		0.225590835	
bin18	0.045501072	0.1176213825	0.23280885499999998		0.6712879		0.116396812	
bin15	0.07511568499999999	0.174319685	0.19851761		0.575495675		0.24783716500000003	
bin14	0.6834662	0.73634121	0.30386399	0.18450989	0.47944094		0.12498365249999999	
bin12		0.111603075	0.10302211	0.10559556	0.14948015		0.20676369	
bin10	0.27442622	2.0030898500000003	0.2792759	0.14188011	0.6247523349999999	0.53752545	0.416667195	0.26336289999999996
bin9	1.4521784000000002		1.1004855500000001	2.70686295		1.49124465	3.2518243499999997	1.76624985
bin6	0.17777136		0.291622655	0.46237084		0.41057476000000004	0.60357672	0.56249907
bin5	0.9848797		0.56898062	0.5122839100000001	0.0356760325	0.6912185	1.51958005	0.28767094000000004
bin3	0.655682525	1.1480373	0.353878185	0.49222278	0.96770369999999994	1.168569	0.58454088	1.0813652999999999
bin1	0.1137051375			0.33699475	0.128630245			0.5876461
